Model,TBS2104
-2.640e-05,14.2813
-2.637e-05,14.1074
-2.634e-05,13.9043
-2.630e-05,13.8281
-2.627e-05,13.9063
-2.624e-05,13.9102
-2.621e-05,14.0762
-2.618e-05,14.291
-2.614e-05,14.4473
-2.611e-05,14.3887
-2.608e-05,14.2422
-2.605e-05,14.1504
-2.602e-05,14.0098
-2.598e-05,13.8691
-2.595e-05,13.793
-2.592e-05,13.9004
-2.589e-05,13.9902
-2.586e-05,14.1211
-2.582e-05,14.2129
-2.579e-05,14.2363
-2.576e-05,14.1992
-2.573e-05,14.0703
-2.570e-05,13.668
-2.566e-05,13.3418
-2.563e-05,18.8633
-2.560e-05,24.0508
-2.557e-05,24.5918
-2.554e-05,25.2109
-2.550e-05,25.582
-2.547e-05,25.6367
-2.544e-05,25.3477
-2.541e-05,24.9434
-2.538e-05,24.7734
-2.534e-05,24.8809
-2.531e-05,25.0449
-2.528e-05,25.4277
-2.525e-05,25.9063
-2.522e-05,26.1953
-2.518e-05,26.4863
-2.515e-05,26.4238
-2.512e-05,26.4023
-2.509e-05,26.168
-2.506e-05,25.9668
-2.502e-05,25.9121
-2.499e-05,25.9746
-2.496e-05,26.0684
-2.493e-05,26.3301
-2.490e-05,26.5039
-2.486e-05,26.625
-2.483e-05,26.8066
-2.480e-05,26.7617
-2.477e-05,26.5762
-2.474e-05,26.4258
-2.470e-05,26.3848
-2.467e-05,26.418
-2.464e-05,26.4336
-2.461e-05,26.4727
-2.458e-05,26.6348
-2.454e-05,26.834
-2.451e-05,26.834
-2.448e-05,26.7461
-2.445e-05,26.6699
-2.442e-05,26.6758
-2.438e-05,26.6387
-2.435e-05,26.5254
-2.432e-05,26.4629
-2.429e-05,26.6465
-2.426e-05,26.6738
-2.422e-05,26.8047
-2.419e-05,26.791
-2.416e-05,26.8613
-2.413e-05,26.7598
-2.410e-05,26.7051
-2.406e-05,26.668
-2.403e-05,26.5332
-2.400e-05,26.6191
-2.397e-05,26.6348
-2.394e-05,26.8008
-2.390e-05,26.832
-2.387e-05,26.791
-2.384e-05,26.8379
-2.381e-05,26.8066
-2.378e-05,26.7793
-2.374e-05,26.6348
-2.371e-05,26.6934
-2.368e-05,26.7402
-2.365e-05,26.7637
-2.362e-05,26.7344
-2.358e-05,26.8438
-2.355e-05,26.8066
-2.352e-05,26.834
-2.349e-05,26.7949
-2.346e-05,26.8223
-2.342e-05,26.7949
-2.339e-05,26.8145
-2.336e-05,26.623
-2.333e-05,26.8086
-2.330e-05,26.8145
-2.326e-05,26.7949
-2.323e-05,26.75
-2.320e-05,26.8789
-2.317e-05,26.8574
-2.314e-05,26.8379
-2.310e-05,26.7871
-2.307e-05,26.8301
-2.304e-05,26.7598
-2.301e-05,26.748
-2.298e-05,26.832
-2.294e-05,26.7891
-2.291e-05,26.8574
-2.288e-05,26.8438
-2.285e-05,26.7852
-2.282e-05,26.7754
-2.278e-05,26.8867
-2.275e-05,26.7891
-2.272e-05,26.793
-2.269e-05,26.8633
-2.266e-05,26.8066
-2.262e-05,26.7813
-2.259e-05,26.791
-2.256e-05,26.7969
-2.253e-05,26.7715
-2.250e-05,26.6855
-2.246e-05,26.8105
-2.243e-05,26.7637
-2.240e-05,26.7969
-2.237e-05,26.8027
-2.234e-05,26.7852
-2.230e-05,26.7754
-2.227e-05,26.8105
-2.224e-05,26.8379
-2.221e-05,26.7676
-2.218e-05,26.7422
-2.214e-05,26.8301
-2.211e-05,26.8047
-2.208e-05,26.8203
-2.205e-05,26.7285
-2.202e-05,26.7422
-2.198e-05,26.7813
-2.195e-05,26.6465
-2.192e-05,26.6699
-2.189e-05,26.7617
-2.186e-05,26.8008
-2.182e-05,26.7852
-2.179e-05,26.7324
-2.176e-05,26.7441
-2.173e-05,26.7754
-2.170e-05,26.8438
-2.166e-05,26.8301
-2.163e-05,26.7988
-2.160e-05,26.752
-2.157e-05,26.6992
-2.154e-05,26.7793
-2.150e-05,26.709
-2.147e-05,26.7695
-2.144e-05,26.8809
-2.141e-05,26.7891
-2.138e-05,26.791
-2.134e-05,26.8789
-2.131e-05,26.748
-2.128e-05,26.7031
-2.125e-05,26.7266
-2.122e-05,26.8066
-2.118e-05,26.7891
-2.115e-05,26.6953
-2.112e-05,26.5078
-2.109e-05,25.7754
-2.106e-05,17.957
-2.102e-05,14.8984
-2.099e-05,14.6348
-2.096e-05,14.4082
-2.093e-05,14.0898
-2.090e-05,13.834
-2.086e-05,13.8145
-2.083e-05,13.8184
-2.080e-05,13.5078
-2.077e-05,13.2578
-2.074e-05,13.1191
-2.070e-05,12.9141
-2.067e-05,12.9473
-2.064e-05,12.9609
-2.061e-05,12.9063
-2.058e-05,12.7305
-2.054e-05,12.4551
-2.051e-05,12.1816
-2.048e-05,12.0117
-2.045e-05,11.7949
-2.042e-05,11.6113
-2.038e-05,11.3633
-2.035e-05,11.2031
-2.032e-05,11.0898
-2.029e-05,10.8418
-2.026e-05,10.6484
-2.022e-05,10.2461
-2.019e-05,9.92578
-2.016e-05,9.63477
-2.013e-05,9.23633
-2.010e-05,8.98047
-2.006e-05,8.74023
-2.003e-05,8.41992
-2.000e-05,7.98633
-1.997e-05,7.83203
-1.994e-05,7.25391
-1.990e-05,7.00391
-1.987e-05,6.60352
-1.984e-05,6.31445
-1.981e-05,6.00586
-1.978e-05,5.73047
-1.974e-05,5.36328
-1.971e-05,4.97461
-1.968e-05,4.72656
-1.965e-05,4.41992
-1.962e-05,4.05273
-1.958e-05,3.73242
-1.955e-05,3.34766
-1.952e-05,3.08789
-1.949e-05,2.80469
-1.946e-05,2.47461
-1.942e-05,2.16992
-1.939e-05,1.91211
-1.936e-05,1.60742
-1.933e-05,1.36328
-1.930e-05,1.125
-1.926e-05,0.923829
-1.923e-05,1.0332
-1.920e-05,1.50586
-1.917e-05,1.70703
-1.914e-05,1.52344
-1.910e-05,1.20508
-1.907e-05,1.30469
-1.904e-05,1.02734
-1.901e-05,0.34375
-1.898e-05,-0.0214839
-1.894e-05,0.039063
-1.891e-05,-0.0351558
-1.888e-05,-0.0957026
-1.885e-05,-0.107421
-1.882e-05,-0.0996089
-1.878e-05,-0.109375
-1.875e-05,-0.158203
-1.872e-05,-0.138671
-1.869e-05,-0.146484
-1.866e-05,-0.0878901
-1.862e-05,-0.0429683
-1.859e-05,-0.0429683
-1.856e-05,-0.140625
-1.853e-05,-0.109375
-1.850e-05,-0.146484
-1.846e-05,-0.109375
-1.843e-05,-0.0292964
-1.840e-05,-0.0332026
-1.837e-05,-0.0996089
-1.834e-05,0.023438
-1.830e-05,0.0117192
-1.827e-05,4.76837e-07
-1.824e-05,-0.0507808
-1.821e-05,-0.0332026
-1.818e-05,-0.023437
-1.814e-05,-0.142578
-1.811e-05,-0.0917964
-1.808e-05,-0.115234
-1.805e-05,-0.00976515
-1.802e-05,-0.0410151
-1.798e-05,-0.0781245
-1.795e-05,-0.054687
-1.792e-05,-0.0585933
-1.789e-05,-0.0624995
-1.786e-05,0.054688
-1.782e-05,0.0664067
-1.779e-05,-0.0312495
-1.776e-05,0.0156255
-1.773e-05,0.00585985
-1.770e-05,0.0253911
-1.766e-05,0.0351567
-1.763e-05,-0.11914
-1.760e-05,0.0488286
-1.757e-05,-0.0488276
-1.754e-05,-0.0507808
-1.750e-05,0.0566411
-1.747e-05,0.0312505
-1.744e-05,4.76837e-07
-1.741e-05,0.0214849
-1.738e-05,0.0449224
-1.734e-05,0.0839849
-1.731e-05,0.123047
-1.728e-05,0.0332036
-1.725e-05,0.0722661
-1.722e-05,-0.00390577
-1.718e-05,0.0878911
-1.715e-05,0.0195317
-1.712e-05,-0.0410151
-1.709e-05,-0.0175776
-1.706e-05,-0.00976515
-1.702e-05,0.0722661
-1.699e-05,0.0957036
-1.696e-05,0.15625
-1.693e-05,0.101563
-1.690e-05,0.0566411
-1.686e-05,0.0898442
-1.683e-05,0.136719
-1.680e-05,0.0332036
-1.677e-05,0.054688
-1.674e-05,0.0722661
-1.670e-05,0.113282
-1.667e-05,0.0566411
-1.664e-05,0.0800786
-1.661e-05,0.101563
-1.658e-05,0.0449224
-1.654e-05,0.0117192
-1.651e-05,0.0742192
-1.648e-05,0.0820317
-1.645e-05,0.115235
-1.642e-05,0.173829
-1.638e-05,0.123047
-1.635e-05,0.107422
-1.632e-05,0.121094
-1.629e-05,0.16211
-1.626e-05,0.0312505
-1.622e-05,0.181641
-1.619e-05,0.0332036
-1.616e-05,0.0488286
-1.613e-05,0.111329
-1.610e-05,0.146485
-1.606e-05,0.158204
-1.603e-05,0.169922
-1.600e-05,0.177735
-1.597e-05,0.154297
-1.594e-05,0.179688
-1.590e-05,0.0292974
-1.587e-05,0.0722661
-1.584e-05,0.0937505
-1.581e-05,0.0996099
-1.578e-05,0.0175786
-1.574e-05,0.148438
-1.571e-05,0.0976567
-1.568e-05,0.121094
-1.565e-05,0.0957036
-1.562e-05,0.21875
-1.558e-05,0.201172
-1.555e-05,0.0585942
-1.552e-05,0.0566411
-1.549e-05,0.0019536
-1.546e-05,0.0410161
-1.542e-05,0.125
-1.539e-05,0.201172
-1.536e-05,0.160157
-1.533e-05,0.205079
-1.530e-05,0.0371099
-1.526e-05,0.0957036
-1.523e-05,0.201172
-1.520e-05,0.126954
-1.517e-05,0.169922
-1.514e-05,0.144532
-1.510e-05,0.154297
-1.507e-05,0.164063
-1.504e-05,0.0898442
-1.501e-05,0.169922
-1.498e-05,0.271485
-1.494e-05,0.177735
-1.491e-05,0.128907
-1.488e-05,0.173829
-1.485e-05,0.203125
-1.482e-05,0.263672
-1.478e-05,0.177735
-1.475e-05,0.234375
-1.472e-05,0.298829
-1.469e-05,0.191407
-1.466e-05,0.242188
-1.462e-05,0.150391
-1.459e-05,0.273438
-1.456e-05,0.0996099
-1.453e-05,0.183594
-1.450e-05,0.148438
-1.446e-05,0.304688
-1.443e-05,0.171875
-1.440e-05,0.169922
-1.437e-05,0.236329
-1.434e-05,0.214844
-1.430e-05,0.16211
-1.427e-05,0.154297
-1.424e-05,0.0781255
-1.421e-05,0.0292974
-1.418e-05,0.152344
-1.414e-05,0.105469
-1.411e-05,0.117188
-1.408e-05,0.0742192
-1.405e-05,0.0957036
-1.402e-05,-0.0136714
-1.398e-05,-0.00781202
-1.395e-05,0.21875
-1.392e-05,0.269532
-1.389e-05,0.34375
-1.386e-05,0.253907
-1.382e-05,0.115235
-1.379e-05,0.103516
-1.376e-05,0.105469
-1.373e-05,0.242188
-1.370e-05,0.658204
-1.366e-05,1.31445
-1.363e-05,1.99023
-1.360e-05,2.96484
-1.357e-05,4.0293
-1.354e-05,5.2832
-1.350e-05,6.33789
-1.347e-05,7.00977
-1.344e-05,7.5
-1.341e-05,7.89063
-1.338e-05,8.55664
-1.334e-05,9.43164
-1.331e-05,10.543
-1.328e-05,11.5996
-1.325e-05,12.7813
-1.322e-05,13.7461
-1.318e-05,14.3438
-1.315e-05,14.5469
-1.312e-05,14.4199
-1.309e-05,13.959
-1.306e-05,13.6328
-1.302e-05,13.4375
-1.299e-05,13.4961
-1.296e-05,13.8496
-1.293e-05,14.168
-1.290e-05,14.5371
-1.286e-05,14.6699
-1.283e-05,14.5137
-1.280e-05,14.373
-1.277e-05,14.0117
-1.274e-05,13.8496
-1.270e-05,13.6738
-1.267e-05,13.6621
-1.264e-05,13.752
-1.261e-05,14.0391
-1.258e-05,14.2715
-1.254e-05,14.3418
-1.251e-05,14.373
-1.248e-05,14.2852
-1.245e-05,14.0586
-1.242e-05,14.0098
-1.238e-05,13.9082
-1.235e-05,13.8301
-1.232e-05,13.7617
-1.229e-05,13.9336
-1.226e-05,14.0547
-1.222e-05,14.1523
-1.219e-05,14.1328
-1.216e-05,14.2285
-1.213e-05,14.1055
-1.210e-05,13.7422
-1.206e-05,13.3008
-1.203e-05,16.6582
-1.200e-05,23.6406
-1.197e-05,24.3906
-1.194e-05,25.2656
-1.190e-05,25.5449
-1.187e-05,25.5156
-1.184e-05,25.2383
-1.181e-05,24.9766
-1.178e-05,24.8008
-1.174e-05,24.6836
-1.171e-05,24.9219
-1.168e-05,25.2773
-1.165e-05,25.75
-1.162e-05,26.1699
-1.158e-05,26.3867
-1.155e-05,26.332
-1.152e-05,26.3086
-1.149e-05,26.1406
-1.146e-05,25.9453
-1.142e-05,25.8301
-1.139e-05,25.9102
-1.136e-05,25.9648
-1.133e-05,26.2871
-1.130e-05,26.4824
-1.126e-05,26.6309
-1.123e-05,26.6836
-1.120e-05,26.6641
-1.117e-05,26.4473
-1.114e-05,26.2676
-1.110e-05,26.3262
-1.107e-05,26.1953
-1.104e-05,26.334
-1.101e-05,26.4688
-1.098e-05,26.5547
-1.094e-05,26.7598
-1.091e-05,26.8613
-1.088e-05,26.7852
-1.085e-05,26.6953
-1.082e-05,26.6914
-1.078e-05,26.5059
-1.075e-05,26.5352
-1.072e-05,26.5234
-1.069e-05,26.498
-1.066e-05,26.627
-1.062e-05,26.6445
-1.059e-05,26.8086
-1.056e-05,26.9082
-1.053e-05,26.8105
-1.050e-05,26.7461
-1.046e-05,26.6797
-1.043e-05,26.7109
-1.040e-05,26.6309
-1.037e-05,26.6035
-1.034e-05,26.6855
-1.030e-05,26.7637
-1.027e-05,26.8203
-1.024e-05,26.7383
-1.021e-05,26.8164
-1.018e-05,26.7949
-1.014e-05,26.7754
-1.011e-05,26.7676
-1.008e-05,26.752
-1.005e-05,26.7441
-1.002e-05,26.7422
-9.984e-06,26.7793
-9.952e-06,26.8516
-9.920e-06,26.877
-9.888e-06,26.8574
-9.856e-06,26.7813
-9.824e-06,26.7949
-9.792e-06,26.7852
-9.760e-06,26.8184
-9.728e-06,26.8398
-9.696e-06,26.8281
-9.664e-06,26.9082
-9.632e-06,26.8242
-9.600e-06,26.8301
-9.568e-06,26.8965
-9.536e-06,26.8398
-9.504e-06,26.9238
-9.472e-06,27.0059
-9.440e-06,26.7871
-9.408e-06,26.7734
-9.376e-06,26.8008
-9.344e-06,26.7832
-9.312e-06,26.877
-9.280e-06,26.8047
-9.248e-06,26.7227
-9.216e-06,26.8398
-9.184e-06,26.8789
-9.152e-06,26.8301
-9.120e-06,26.873
-9.088e-06,26.7656
-9.056e-06,26.873
-9.024e-06,26.8477
-8.992e-06,26.8789
-8.960e-06,26.793
-8.928e-06,26.875
-8.896e-06,26.8125
-8.864e-06,26.7832
-8.832e-06,26.832
-8.800e-06,26.8203
-8.768e-06,26.8789
-8.736e-06,26.7461
-8.704e-06,26.832
-8.672e-06,26.7852
-8.640e-06,26.7461
-8.608e-06,26.752
-8.576e-06,26.8223
-8.544e-06,26.7559
-8.512e-06,26.8457
-8.480e-06,26.8047
-8.448e-06,26.7969
-8.416e-06,26.8125
-8.384e-06,26.8496
-8.352e-06,26.8145
-8.320e-06,26.8262
-8.288e-06,26.8086
-8.256e-06,26.7617
-8.224e-06,26.7656
-8.192e-06,26.6914
-8.160e-06,26.748
-8.128e-06,26.8535
-8.096e-06,26.8379
-8.064e-06,26.7656
-8.032e-06,26.791
-8.000e-06,26.7363
-7.968e-06,26.791
-7.936e-06,26.8223
-7.904e-06,26.7012
-7.872e-06,26.6621
-7.840e-06,26.7656
-7.808e-06,26.8242
-7.776e-06,26.7324
-7.744e-06,26.7676
-7.712e-06,26.7637
-7.680e-06,26.7695
-7.648e-06,26.7969
-7.616e-06,26.7637
-7.584e-06,26.7656
-7.552e-06,26.6387
-7.520e-06,26.3945
-7.488e-06,20.5703
-7.456e-06,15.0391
-7.424e-06,14.6602
-7.392e-06,14.4336
-7.360e-06,14.2656
-7.328e-06,14.0195
-7.296e-06,13.9375
-7.264e-06,13.7793
-7.232e-06,13.5801
-7.200e-06,13.3125
-7.168e-06,13.252
-7.136e-06,13.0898
-7.104e-06,13.0039
-7.072e-06,13.0215
-7.040e-06,12.9199
-7.008e-06,12.707
-6.976e-06,12.5117
-6.944e-06,12.4063
-6.912e-06,12.1094
-6.880e-06,11.9141
-6.848e-06,11.6895
-6.816e-06,11.5938
-6.784e-06,11.3574
-6.752e-06,11.2168
-6.720e-06,11.0039
-6.688e-06,10.7383
-6.656e-06,10.4668
-6.624e-06,10.1348
-6.592e-06,9.75977
-6.560e-06,9.36914
-6.528e-06,9.16602
-6.496e-06,9
-6.464e-06,8.59961
-6.432e-06,8.23633
-6.400e-06,7.96094
-6.368e-06,7.50586
-6.336e-06,7.17969
-6.304e-06,6.78906
-6.272e-06,6.45508
-6.240e-06,6.15234
-6.208e-06,5.80664
-6.176e-06,5.55078
-6.144e-06,5.17578
-6.112e-06,4.85352
-6.080e-06,4.56445
-6.048e-06,4.16992
-6.016e-06,3.87109
-5.984e-06,3.63867
-5.952e-06,3.28906
-5.920e-06,3.00391
-5.888e-06,2.77344
-5.856e-06,2.38281
-5.824e-06,2.17383
-5.792e-06,1.86523
-5.760e-06,1.47656
-5.728e-06,1.25195
-5.696e-06,1.05078
-5.664e-06,1.06641
-5.632e-06,1.44141
-5.600e-06,1.71289
-5.568e-06,1.625
-5.536e-06,1.37695
-5.504e-06,1.23828
-5.472e-06,1.17578
-5.440e-06,0.644532
-5.408e-06,0.0820317
-5.376e-06,-0.199218
-5.344e-06,-0.167968
-5.312e-06,-0.238281
-5.280e-06,-0.214843
-5.248e-06,-0.28125
-5.216e-06,-0.236328
-5.184e-06,-0.125
-5.152e-06,-0.164062
-5.120e-06,-0.0957026
-5.088e-06,-0.236328
-5.056e-06,-0.0839839
-5.024e-06,-0.203125
-4.992e-06,-0.0957026
-4.960e-06,-0.109375
-4.928e-06,-0.167968
-4.896e-06,-0.0996089
-4.864e-06,-0.0449214
-4.832e-06,-0.152343
-4.800e-06,-0.121093
-4.768e-06,-0.148437
-4.736e-06,-0.0156245
-4.704e-06,-0.0624995
-4.672e-06,-0.0566401
-4.640e-06,-0.070312
-4.608e-06,-0.0781245
-4.576e-06,-0.039062
-4.544e-06,0.0332036
-4.512e-06,-0.0722651
-4.480e-06,-0.111328
-4.448e-06,-0.0566401
-4.416e-06,-0.0273433
-4.384e-06,-0.0820308
-4.352e-06,4.76837e-07
-4.320e-06,-0.0605464
-4.288e-06,-0.0156245
-4.256e-06,0.0566411
-4.224e-06,-0.00976515
-4.192e-06,-0.0468745
-4.160e-06,-0.0136714
-4.128e-06,-0.0507808
-4.096e-06,-0.0683589
-4.064e-06,-0.00781202
-4.032e-06,-0.0488276
-4.000e-06,-0.0312495
-3.968e-06,0.0410161
-3.936e-06,-0.0292964
-3.904e-06,0.0976567
-3.872e-06,0.0117192
-3.840e-06,-0.023437
-3.808e-06,0.085938
-3.776e-06,0.0800786
-3.744e-06,0.0292974
-3.712e-06,0.0507817
-3.680e-06,0.0449224
-3.648e-06,0.128907
-3.616e-06,0.140625
-3.584e-06,0.0605474
-3.552e-06,0.113282
-3.520e-06,0.212891
-3.488e-06,0.0937505
-3.456e-06,0.0527349
-3.424e-06,0.0957036
-3.392e-06,-0.0175776
-3.360e-06,-0.00976515
-3.328e-06,0.054688
-3.296e-06,0.109375
-3.264e-06,0.113282
-3.232e-06,0.0273442
-3.200e-06,0.070313
-3.168e-06,0.0683599
-3.136e-06,0.0468755
-3.104e-06,0.0996099
-3.072e-06,0.142579
-3.040e-06,0.0898442
-3.008e-06,0.101563
-2.976e-06,0.0664067
-2.944e-06,0.203125
-2.912e-06,0.201172
-2.880e-06,0.0644536
-2.848e-06,0.167969
-2.816e-06,0.119141
-2.784e-06,0.0605474
-2.752e-06,0.177735
-2.720e-06,0.150391
-2.688e-06,0.0585942
-2.656e-06,0.0527349
-2.624e-06,0.164063
-2.592e-06,0.169922
-2.560e-06,0.0410161
-2.528e-06,0.111329
-2.496e-06,0.132813
-2.464e-06,0.148438
-2.432e-06,0.179688
-2.400e-06,0.0839849
-2.368e-06,0.103516
-2.336e-06,0.144532
-2.304e-06,0.134766
-2.272e-06,0.0214849
-2.240e-06,0.154297
-2.208e-06,0.275391
-2.176e-06,0.13086
-2.144e-06,0.101563
-2.112e-06,0.125
-2.080e-06,0.164063
-2.048e-06,0.125
-2.016e-06,0.0722661
-1.984e-06,0.121094
-1.952e-06,0.15625
-1.920e-06,0.152344
-1.888e-06,0.248047
-1.856e-06,0.248047
-1.824e-06,0.142579
-1.792e-06,0.0742192
-1.760e-06,0.171875
-1.728e-06,0.169922
-1.696e-06,0.226563
-1.664e-06,0.111329
-1.632e-06,0.150391
-1.600e-06,0.125
-1.568e-06,0.158204
-1.536e-06,0.226563
-1.504e-06,0.208985
-1.472e-06,0.214844
-1.440e-06,0.226563
-1.408e-06,0.158204
-1.376e-06,0.16211
-1.344e-06,0.128907
-1.312e-06,0.126954
-1.280e-06,0.201172
-1.248e-06,0.222657
-1.216e-06,0.164063
-1.184e-06,0.324219
-1.152e-06,0.166016
-1.120e-06,0.197266
-1.088e-06,0.228516
-1.056e-06,0.240235
-1.024e-06,0.267579
-9.920e-07,0.179688
-9.600e-07,0.248047
-9.280e-07,0.308594
-8.960e-07,0.199219
-8.640e-07,0.25586
-8.320e-07,0.232422
-8.000e-07,0.216797
-7.680e-07,0.332032
-7.360e-07,0.328125
-7.040e-07,0.220704
-6.720e-07,0.335938
-6.400e-07,0.210938
-6.080e-07,0.15625
-5.760e-07,0.300782
-5.440e-07,0.228516
-5.120e-07,0.257813
-4.800e-07,0.28125
-4.480e-07,0.244141
-4.160e-07,0.0332036
-3.840e-07,0.0957036
-3.520e-07,0.283204
-3.200e-07,0.388672
-2.880e-07,0.376954
-2.560e-07,0.28125
-2.240e-07,0.0898442
-1.920e-07,0.173829
-1.600e-07,0.220704
-1.280e-07,0.439454
-9.600e-08,0.830079
-6.400e-08,1.38281
-3.200e-08,2.23242
-2.177e-19,3.20313
3.200e-08,4.39453
6.400e-08,5.45313
9.600e-08,6.63672
1.280e-07,7.14258
1.600e-07,7.61719
1.920e-07,8.10547
2.240e-07,8.81445
2.560e-07,9.69922
2.880e-07,10.7266
3.200e-07,11.959
3.520e-07,13.1133
3.840e-07,13.9961
4.160e-07,14.5391
4.480e-07,14.5918
4.800e-07,14.3027
5.120e-07,13.8926
5.440e-07,13.5957
5.760e-07,13.5117
6.080e-07,13.6113
6.400e-07,13.8691
6.720e-07,14.3418
7.040e-07,14.6484
7.360e-07,14.6797
7.680e-07,14.5898
8.000e-07,14.5293
8.320e-07,14.1875
8.640e-07,13.9746
8.960e-07,13.8867
9.280e-07,13.7832
9.600e-07,13.9434
9.920e-07,14.0938
1.024e-06,14.3047
1.056e-06,14.3887
1.088e-06,14.3984
1.120e-06,14.2793
1.152e-06,14.1797
1.184e-06,14.0391
1.216e-06,13.9082
1.248e-06,13.8164
1.280e-06,13.9336
1.312e-06,13.9707
1.344e-06,14.1445
1.376e-06,14.2305
1.408e-06,14.3242
1.440e-06,14.2754
1.472e-06,14.0547
